course_id,course_name,department
GGIS477,Introduction to Remote Sensing,GGIS
GGIS479,Advanced Topics in GIS,GGIS
GGIS480,Principles of Geographic Information Science,GGIS
GGIS496,Climate &amp; Social Vulnerability,GGIS
GGIS507,High-Performance Geospatial Computing,GGIS
GGIS527,Geospatial Artificial Intelligence &amp; Machine Learning,GGIS
GGIS560,Spatial Epidemiology,GGIS
GGIS587,Qualitative Research Methods,GGIS
GGIS590,Graduate Independent Study,GGIS
GGIS593,Geography &amp; GIS Colloquium,GGIS
GGIS598,Graduate Capstone Project,GGIS
GLBL100,Intro to Global Studies,GLBL
GLBL130,Resistance Movements,GLBL
GLBL201,Energy Systems,GLBL
GLBL220,Governance,GLBL
GLBL225,Career Development:Internships,GLBL
GLBL240,Global Health,GLBL
GLBL283,Intro to Intl Security,GLBL
GLBL296,Global St Foundation Seminar,GLBL
GLBL350,Poverty in a Global Context,GLBL
GLBL356,Comparative Political Economy,GLBL
GLBL481,Writing on Technol &amp; Security,GLBL
GLBL494,Research Methods I,GLBL
GLBL499,Special Topics,GLBL
GLBL500,Global Society,GLBL
GRK101,Elementary Greek I,GRK
GRK201,Classical &amp; Koine Greek I,GRK
GRK401,Survey of Greek Literature,GRK
GRK520,Proseminar,GRK
GRKM201,Elementary Modern Greek I,GRKM
GRKM403,Intermediate Modern Greek I,GRKM
GRKM453,Advanced Modern Greek I,GRKM
GS101,Exploring General Studies,GS
GS299,DGS Study Abroad,GS
GSD101,Introduction to Game Studies and Design,GSD
GSD102,Introduction to the Videogame Industry,GSD
GSD190,Explorations in Games,GSD
GSD390,Special Topics in Game Studies &amp; Design,GSD
GSD403,An Introduction to Top Down Video Game Design,GSD
GSD409,Design &amp; Programming of Narrative Games &amp; Simulations,GSD
GSD490,Advanced Special Topics in Game Studies &amp; Design,GSD
GSD500,Colloquium in Game Studies &amp; Design,GSD
GSD503,Seminar in Game Design,GSD
GSD597,Independent Study in Game Studies &amp; Design,GSD
GWS100,Intro Gender &amp; Women's Studies,GWS
GWS201,"Race, Gender &amp; Power",GWS
GWS204,Gender in Gaming,GWS
GWS218,Intro to Social Issues Theatre,GWS
GWS272,Women and Politics,GWS
GWS295,Beginning Topics GWS,GWS
GWS305,"Theories of Race, Gender, and Sexuality",GWS
GWS317,Gender and Human Rights,GWS
GWS340,"Gender, Relationshps &amp; Society",GWS
GWS356,Sex &amp; Gender in Popular Media,GWS
GWS370,Queer Theory,GWS
GWS395,Intermediate Topics GWS,GWS
GWS409,Women's Health,GWS
GWS417,Leading Post-Perform Dialog,GWS
GWS418,Devising Social Issues Theatre,GWS
GWS442,"Body, Culture &amp; Society",GWS
GWS459,"Gender, Sex, &amp; Postcoloniality",GWS
GWS478,"Sex, Power and Politics",GWS
GWS498,Senior Seminar,GWS
GWS550,Feminist Theories &amp; Methods,GWS
GWS580,Queer Theories &amp; Methods,GWS
GWS590,Topics in GWS,GWS
HDFS101,"Opportunities, Careers in HDFS",HDFS
HDFS102,Academic Strategies,HDFS
HDFS105,Intro to Human Development,HDFS
HDFS108,Grief and Loss Across the Lifespan,HDFS
HDFS120,Intro to Family Studies,HDFS
HDFS140,Intro Gender &amp; Women's Studies,HDFS
HDFS208,"Child and Family Inclusion: Disability, Health, and Diversity",HDFS
HDFS220,Families in Global Perspective,HDFS
HDFS221,Asian Families in America,HDFS
HDFS225,Close Relationships,HDFS
HDFS263,"Diversity in Recreation, Sport, and Tourism",HDFS
HDFS290,Intro to Research Methods,HDFS
HDFS294,Research Internship,HDFS
HDFS295,Independent Study or Research,HDFS
HDFS301,Infancy &amp; Early Childhood,HDFS
HDFS310,Adult Development,HDFS
HDFS320,Families and the Law,HDFS
HDFS330,Statistical Reasoning for Everyday Life,HDFS
HDFS350,Early Childhood Curriculum Dev,HDFS
HDFS379,HDFS Study Abroad Experience,HDFS
HDFS401,Socialization and Development,HDFS
HDFS405,Adolescent Development,HDFS
HDFS408,Hospitalized Children,HDFS
HDFS424,Racial and Ethnic Families,HDFS
HDFS425,Family Stress and Change,HDFS
HDFS450,Practicum in HDFS,HDFS
HDFS455,TAP Internship,HDFS
HDFS494,Applied Research Methods,HDFS
HDFS500,Professional Development,HDFS
HDFS501,Human Development Theories,HDFS
HDFS528,Parenting,HDFS
HDFS581,Participatory Research Methods: An Introduction to Frameworks and Applications,HDFS
HDFS590,Advanced Research Methods,HDFS
HDFS596,Advanced Studies in HDFS,HDFS
HDFS597,Advanced Statistical Analysis,HDFS
HDFS598,Special Problems in HDFS,HDFS
HEBR201,Elementary Modern Hebrew I,HEBR
HEBR403,Intermediate Modern Hebrew I,HEBR
HEBR405,Advanced Modern Hebrew I,HEBR
HIST100,Global History,HIST
HIST103,A History of Everything: The Big Bang to Big Data,HIST
HIST104,Black Music,HIST
HIST106,Modern Latin America,HIST
HIST168,A History of Judaism,HIST
HIST170,US History to 1877-ACP,HIST
HIST171,US History to 1877,HIST
HIST174,"Black America, 1619-Present",HIST
HIST200,Intro Hist Interpretation,HIST
HIST205,Lived Experience in Latin America,HIST
HIST212,History of Eastern Africa,HIST
HIST236,Madness and Modern Society,HIST
HIST255,British Isles to 1688,HIST
HIST258,20thC World to Midcentury,HIST
HIST268,Biology and Society from Darwin to the Human Genome,HIST
HIST274,US Foreign Relations Since 1917,HIST
HIST279,Mexican-American History,HIST
HIST280,Caribbean Latina/o Migration,HIST
HIST293,The President and the People,HIST
HIST300,Topics in Film and History,HIST
HIST307,History of Mexico from 1519,HIST
HIST325,History of Korea,HIST
HIST335,Middle East 1566-1914,HIST
HIST346,The Age of the Renaissance,HIST
HIST353,European History 1918 to 1939,HIST
HIST365,Fict &amp; Historical Imagination,HIST
HIST374,Civil War and Reconstruction,HIST
HIST381,Urban History,HIST
HIST391,Oral History Methods,HIST
HIST392,The 1960s in the U.S.,HIST
HIST398,Internship in Public History,HIST
HIST399,Independent Study,HIST
HIST400,"War, Soc, Politics, &amp; Culture",HIST
HIST411,20thC Africa Intellectual Hist,HIST
HIST433,History of Jews in Diaspora,HIST
HIST459,Postcolonial/Queer,HIST
HIST476,History of the American West,HIST
HIST482,Slavery in the United States,HIST
HIST490,Honors Independent Study,HIST
HIST498,Research and Writing Seminar,HIST
HIST499,Thesis Seminar,HIST
HIST502,Prob in Comparative History,HIST
HIST507,Prob in Latin American Hist,HIST
HIST572,Prob in US Hist Since 1815,HIST
HIST574,Historiography of Religion in America,HIST
HIST591,History and Social Theory,HIST
HIST593,Approaches to History,HIST
HIST596,Individual Research Project,HIST
HIST597,Reading Course,HIST
HIST598,Teaching of College History,HIST
HK100,Development Activities,HK
HK101,Dance Activities,HK
HK102,Individual and Dual Activities,HK
HK103,Indoor Court Activities,HK
HK104,Skating Activities,HK
HK106,Team Sport Activities,HK
HK108,Prescribed Exercise,HK
HK109,Stress Management,HK
HK110,Contemporary Health,HK
HK111,Introduction to Public Health,HK
HK112,Sexual Violence Prevention Theory and Practice,HK
HK125,Orientation to Health &amp; Kinesiology,HK
HK140,Social Sci of Human Movement,HK
HK141,Contemporary Issues in Sport,HK
HK150,Bioscience of Human Movement,HK
HK154,"Physical Activity, Nutrition, and Health",HK
HK160,Foundations and Careers in Kinesiology,HK
HK161,Introduction to School-Based Physical Activity,HK
HK171,Survey of Interdisc Health,HK
HK200,Mental Health Issues,HK
HK201,Health Sciences Research Methods,HK
HK202,Health Careers &amp; Professionalism,HK
HK203,Introduction to Health Technology,HK
HK204,Drug Use and Misuse,HK
HK205,Human Sexuality,HK
HK206,Health Care Systems,HK
HK207,Introduction to Epidemiology,HK
HK208,Introduction to Medical Ethics,HK
HK209,Introduction to Biostatistics and Health Data Analysis,HK
HK242,Intro to Sport Psychology,HK
HK243,Sport &amp; Modern Society,HK
HK250,Motor Development and Control,HK
HK260,Teaching Activities I,HK
HK262,"Motor Develop, Growth &amp; Form",HK
HK263,Children's Movement,HK
HK264,Applied Medical Terminology for the Health Professional,HK
HK270,Leadership in Health,HK
HK271,Health Equity in the United States,HK
HK272,Aging and Health Policy,HK
HK300,Health Behavior Theories and Applications,HK
HK302,Disability in American Society,HK
HK305,Community Health Organizations,HK
HK340,Social &amp; Psychological Aspects of Physical Activity,HK
HK341,Health Behaviors and Obesity,HK
HK350,Fitness Testing and Ex Prescription,HK
HK351,Exercise Instruction &amp; Elderly,HK
HK352,Bioenergetics of Movement,HK
HK353,Biomechanics of Human Movement,HK
HK354,Musculoskeletal Anatomy,HK
HK361,Civic Engagement in Wellness,HK
HK362,Coaching Strategies,HK
HK370,Interdisciplinary Health Delivery and Early Field Work,HK
HK390,Research Experiences in Health and Kinesiology,HK
HK395,Honors Thesis,HK
HK400,Human-Robot Interaction for Health and Wellness,HK
HK403,"Technology, Health, and Aging",HK
HK404,Gerontology,HK
HK408,Environmental Health,HK
HK410,Public Health Practice,HK
HK414,International Health,HK
HK416,Applied Health Data Analysis,HK
HK417,Health Services Financing,HK
HK418,Organization of Health Care,HK
HK420,Community Health Assessment and Planning,HK
HK421,Health Administration,HK
HK438,Mechanisms of Exercise &amp; Sport Injury,HK
HK440,Exercise &amp; Health Psychology,HK
HK445,Sedentary Behavior and Health,HK
HK448,Skeletal Muscle Physiology,HK
HK449,Health Assessment,HK
HK450,Integrative Biology of Exercise,HK
HK459,Physical Activity Across the Lifespan,HK
HK460,Instructional Strategies in Physical Education,HK
HK461,Elementary Methods in Physical Education,HK
HK463,Adapted Physical Education,HK
HK464,Technology &amp; Assessment in Physical Education and Sport,HK
HK465,Professional Seminar in Physical Education,HK
HK466,Measure &amp; Eval in Kinesiology,HK
HK470,Orientation to Internship,HK
HK471,Health Internship,HK
HK472,Health and Kinesiology Study Abroad,HK
HK480,Medical Aspects of Disability,HK
HK494,Special Topics,HK
HK495,Clinical Experience in Exercise &amp; Sport,HK
HK513,Computer Packages in Health Research,HK
HK514,Systematic Review and Meta-analysis,HK
HK515,Health Behavior Theory,HK
HK516,Chronic Disease Prevention,HK
HK517,Principles of Epidemiology,HK
HK520,Organizational Leadership in Healthcare,HK
HK521,Health Economics,HK
HK525,Organization and Strategic Planning in Healthcare,HK
HK526,Operations Management in Healthcare,HK
HK527,Biostatistics in Public Health,HK
HK529,Healthcare Informatics,HK
HK532,Cultural Competence in Public Health,HK
HK533,Analytical Epidemiology,HK
HK534,Professionalism in Health Practice,HK
HK535,Applied Practice Experience,HK
HK536,Integrative Learning Experience,HK
HK550,Research Methods in Health and Kinesiology,HK
HK553,Circulorespiratory Physiology,HK
HK560,Research on Teacher Education,HK
HK562,Teaching in the Professoriate,HK
HK590,Independent Study,HK
HK591,Seminar,HK
HNDI115,Language and Culture in India,HNDI
HNDI201,Elementary Hindi-Urdu I,HNDI
HNDI403,Intermediate Hindi I,HNDI
HNDI405,Advanced Hindi I,HNDI
HNDI412,Business Hindi,HNDI
HORT105,Vegetable Gardening,HORT
HORT106,The Sustainable Home Garden,HORT
HORT205,Local Food Systems,HORT
HORT344,Planting for Biodiversity and Aesthetics,HORT
HORT360,Vegetable Crop Production,HORT
HORT393,Horticulture Internship,HORT
HORT396,Ug Honors Research or Thesis,HORT
HORT435,Urban Food Production,HORT
HT501,Understanding Users of Health Technology,HT
HT502,Human Factors Methods for Health Technology,HT
HT503,Hardware Engineering for Health Technology,HT
HT510,Health Technology Capstone Orientation,HT
HUM110,Introduction to the Humanities I: Philosophy &amp; Art History,HUM
HUM495,Special Advanced Topics,HUM
HUM498,Special Topics Senior,HUM
IB100,Biology in Today's World,IB
IB104,Animal Biology,IB
IB110,Race and Environmental Biology,IB
IB150,Organismal &amp; Evolutionary Biol,IB
IB151,Organismal &amp; Evol Biol Lab,IB
IB203,Ecology,IB
IB204,Genetics,IB
IB230,Pandemics,IB
IB270,Evolution of Molecules &amp; Cells,IB
IB290,Introduction to Undergraduate Research in Integrative Biology,IB
IB299,Undergraduate Special Course,IB
IB303,Anatomy,IB
IB348,Fish and Wildlife Ecology,IB
IB362,Marine Biology,IB
IB364,Genomics and Human Health,IB
IB372,Ecology and Evolution,IB
IB390,Undergraduate Research Experience,IB
IB401,Introduction to Entomology,IB
IB411,Bioinspiration,IB
IB426,Env and Evol Physl of Animals,IB
IB430,Animal Behavior Lab,IB
IB436,Evolutionary Neuroscience,IB
IB444,Insect Ecology,IB
IB452,Ecosystem Ecology,IB
IB460,Evol of Intelligent Systems,IB
IB463,Ichthyology,IB
IB471,Fungal Diversity and Ecology,IB
IB478,Advanced Plant Genetics,IB
IB479,Plant Growth and Development,IB
IB496,Special Courses,IB
IB513,Disc in Plant Physiology,IB
IB517,Analysis of Biological Data in R,IB
IB526,Seminar in Entomology,IB
IB534,Evolution and Medicine,IB
IB546,Topics in Ecology &amp; Evolution,IB
IB592,Career and Skill Development in Integrative Biology,IB
IE297,Independent Study,IE
IE300,Analysis of Data,IE
IE310,Deterministic Models in Optimization,IE
IE360,Facilities Planning and Design,IE
IE400,Design &amp; Anlys of Experiments,IE
IE405,Computing for ISE,IE
IE410,Advanced Topics in Stochastic Processes &amp; Applications,IE
IE411,Optimization of Large Systems,IE
IE412,OR Models for Mfg Systems,IE
IE421,High Frequency Trading Technology,IE
IE431,Design for Six Sigma,IE
IE441,Work and Organization Design,IE
IE445,Human Performance and Cognition in Context,IE
IE517,Machine Learning in Finance Lab,IE
IE521,Convex Optimization,IE
IE522,Statistical Methods in Finance,IE
IE523,Financial Computing,IE
IE524,Optimization in Finance,IE
IE527,MSFE Professional Development,IE
IE532,Analysis of Network Data,IE
IE534,Deep Learning,IE
INFO202,Social Aspects Info Tech,INFO
INFO303,Writing Across Media,INFO
INFO310,Computing in the Humanities,INFO
INFO326,"New Media, Culture &amp; Society",INFO
INFO333,User Experience Design In Action,INFO
INFO399,Individual Study,INFO
INFO407,Introduction to Programming Python for Data Science,INFO
INFO415,Makerspace: Open Studio,INFO
INFO418,Makerspace: Escape Rooms,INFO
INFO448,Computer Music,INFO
INFO490,Special Topics,INFO
INFO500,Orientation Seminar,INFO
INFO510,Research Practicum,INFO
INFO590,Advanced Special Topics,INFO
IS100,Exploring the iSchool with a Human-Centered Lens,IS
IS101,Introduction to Information Sciences,IS
IS142,Social History of Games and Gaming,IS
IS145,Mapping Inequalities,IS
IS189,Independent Study,IS
IS203,Analytical Foundations for Information Problems,IS
IS204,Research Design for Information Sciences,IS
IS205,Programming for Information Problems,IS
IS206,Introduction to Database Concepts &amp; Applications,IS
IS226,Introduction to HCI,IS
IS229,Web Design Fundamentals,IS
IS236,User Research &amp; Evaluation,IS
IS249,BSIS Practicum,IS
IS269,BSIS Internship,IS
IS299,Information Science Study Abroad,IS
IS305,Programming for Information Problems II,IS
IS308,"Race, Gender, and Information Technology",IS
IS309,Computers and Culture,IS
IS311,History and Foundations of the Information Society,IS
IS312,Reading and Writing Data,IS
IS327,Concepts of Machine Learning,IS
IS340,Project Management,IS
IS357,Introduction to Data Storytelling,IS
IS370,Concepts of Information Behavior Theory,IS
IS380,Consulting for Information Professionals,IS
IS381,Introduction to Literacies for Youth,IS
IS389,Independent Study,IS
IS390,Special Topics in Information Studies,IS
IS400,Colloquium,IS
IS401,Introduction to Network Information Systems,IS
IS403,Children's Materials,IS
IS407,Introduction to Data Science,IS
IS409,Web Technologies &amp; Techniques,IS
IS413,Teen Materials,IS
IS418,Community Engagement,IS
IS419,Entrepreneurial Information Technology Design,IS
IS423,Early Literacy,IS
IS429,Web Content Strategy and Management,IS
IS430,Foundations of Information Processing,IS
IS445,Data Visualization,IS
IS446,Systems Analysis and Design,IS
IS453,Information Books and Resources for Youth,IS
IS455,Database Design and Prototyping,IS
IS457,Data Storytelling,IS
IS467,Ethics and Policy for Data Science,IS
IS471,Instructional Strategies and Techniques for Information Professionals,IS
IS477,"Data Management, Curation &amp; Reproducibility",IS
IS494,"Topics in Management, Ethics &amp; Policy",IS
IS497,Topics in Data Analytics &amp; Data Science,IS
IS501,Reference and Information Services,IS
IS504,Sociotechnical Information Systems,IS
IS505,Information Organization and Access,IS
IS507,"Data, Statistical Models and Information",IS
IS509,History and Foundations of Information Science,IS
IS510,"Libraries, Information and Society",IS
IS514,Applied Business Research,IS
IS515,Information Modeling,IS
IS517,Methods of Data Science,IS
IS523,Preserving Info Resources,IS
IS525,Data Warehousing and Business Intelligence,IS
IS529,Doctoral ProSeminar,IS
IS530,Collection Development,IS
IS532,School Library Management,IS
IS534,Information Consulting,IS
IS542,Research and Inquiry for Youth,IS
IS543,Digital Preservation,IS
IS544,Administration &amp; Management of Libraries and Information Centers,IS
IS549,Practicum,IS
IS550,Theories of Information,IS
IS551,Youth Services Librarianship,IS
IS562,Administration and Use of Archival Materials,IS
IS563,"Advanced Topics in Literature, Media and Materials",IS
IS567,Text Mining,IS
IS569,Internship,IS
IS571,Advanced Topics in Use and Users of Information,IS
IS573,Advanced Topics in Collections,IS
IS577,Data Mining,IS
IS578,Seminar in Research Methods,IS
IS579,Guided Research Experience,IS
IS581,Advanced Topics in Youth Services,IS
IS582,Advanced Topics in Librarianship,IS
IS583,Advanced Topics in Book History,IS
IS584,Advanced Topics in Ethics and Privacy,IS
IS585,Bibliographic Metadata,IS
IS589,Independent Study,IS
IS591,Advanced Topics in Information Services,IS
IS592,Advanced Topics In Information Organizations,IS
IS593,Advanced Topics in Preservation &amp; Tech Services,IS
IS594,Advanced Topics in Management and Policy,IS
IS595,Advanced Topics in Organization &amp; Representation,IS
IS596,Advanced Topics in Human-Centered Design &amp; Systems,IS
IS597,Advanced Topics in Data Analytics &amp; Data Science,IS
ITAL101,Elementary Italian I,ITAL
ITAL102,Elementary Italian II,ITAL
ITAL103,Intermediate Italian I,ITAL
ITAL104,Intermediate Italian II,ITAL
ITAL156,Exploring Rome: History and Culture of the Eternal City,ITAL
ITAL210,Practical Review Italian,ITAL
ITAL390,Spec Topics Italian Studies,ITAL
ITAL406,Italian Culture and Globalization,ITAL
ITAL595,Spec Topics in Italian,ITAL
JAPN201,Elementary Japanese I,JAPN
JAPN203,Intermediate Japanese I,JAPN
JAPN305,Advanced Japanese I,JAPN
JAPN440,Fourth Year Japanese I,JAPN
JOUR101,Interactive Media &amp; You,JOUR
JOUR102,Navigating Social Media,JOUR
JOUR200,Introduction to Journalism,JOUR
JOUR205,History of American Journalism,JOUR
JOUR210,Newsgathering Across Platforms,JOUR
JOUR215,Multimedia Reporting,JOUR
JOUR220,News Editing,JOUR
JOUR240,Introduction to Documentary Storytelling &amp; Production,JOUR
JOUR250,Journalism Ethics &amp; Diversity,JOUR
JOUR311,Media Law,JOUR
JOUR315,Adv Public Affairs Reporting,JOUR
JOUR317,On-Camera Performance for UI7,JOUR
JOUR335,Audio Journalism,JOUR
JOUR340,Video Reporting &amp; Storytelling,JOUR
JOUR361,Classics of Sports Journalism,JOUR
JOUR400,Newsroom Experience,JOUR
JOUR410,Data Storytelling for Journalists,JOUR
JOUR417,Producing for UI7 Programming,JOUR
JOUR427,Broadcast Meteorology,JOUR
JOUR445,Advanced Television Reporting,JOUR
JOUR451,Research Methods in Journalism,JOUR
JOUR460,Special Topics,JOUR
JOUR471,Science Journalism,JOUR
JOUR480,Advanced Reporting Topics,JOUR
JOUR483,Investigative Journalism,JOUR
JOUR494,Navigating the Job Market,JOUR
JOUR501,Multimedia Storytelling,JOUR
JOUR505,Journalism Proseminar,JOUR
JOUR515,Master's Project,JOUR
JOUR590,Advanced Topics in Science and Technology Journalism,JOUR
JS120,A History of Judaism,JS
JS220,Jewish Storytelling,JS
KOR201,Elementary Korean I,KOR
KOR203,Intermediate Korean I,KOR
KOR221,Korean Reading and Writing I,KOR
KOR241,Korean Reading and Writing III,KOR
KOR305,Advanced Korean I,KOR
KOR440,Fourth Year Korean I,KOR
LA100,Landscape Architecture at Illinois,LA
LA101,Introduction to Landscape Arch,LA
LA199,First-Year Seminar,LA
LA233,Foundation Design Studio,LA
LA242,Nature and American Culture,LA
LA250,Environmental Site Analysis,LA
LA280,Design Communications I,LA
LA335,Community &amp; Open Space Studio,LA
LA342,Site Engineering,LA
LA345,Professional Internship,LA
LA346,Professional Practice,LA
LA352,Woody Landscape Plants,LA
LA390,Independent Study I,LA
LA433,Graduate Foundation Studio,LA
LA437,Regional Design Studio,LA
LA452,Planting Design,LA
LA482,Advanced Communication in Landscape Architecture,LA
LA490,Independent Study II,LA
LA501,Landscape Arch Theory &amp; Prac,LA
LA505,Methods in Arch &amp; LA History,LA
LA533,Planning &amp; Design Studio I,LA
LA537,Planning &amp; Design Studio II,LA
LA545,Graduate Internship,LA
LA589,Sustainable Urban Design Theory,LA
LA598,Master's Project,LA
LAS100,Success in LAS for International Students,LAS
LAS101,Design Your First Year Experience,LAS
LAS102,Transfer Advantage,LAS
LAS112,First Year College Success,LAS
LAS122,Leadership and Society,LAS
LAS195,Social Innovations for Global Challenges,LAS
LAS289,Internship Experience,LAS
LAS291,Global Perspectives for Intercultural Learning,LAS
LAS292,Global Perspectives in Cross-Cultural Contexts,LAS
LAS299,LAS Study Abroad,LAS
LAS302,Internships and Professional Experiences,LAS
LAS399,Leadership &amp; Professional Development,LAS
LAS494,Senior Project,LAS
LAST170,"Que Pasa in Latin America? Cultures, Histories and Politics South of the Rio Grande",LAST
LAST210,Life in the Andes,LAST
LAST232,Spanish in the Community,LAST
LAST445,Native Latin Amer Languages,LAST
LAT101,Elementary Latin I,LAT
LAT102,Elementary Latin II,LAT
LAT201,Intermediate Latin,LAT
LAT202,Intro to Latin Literature,LAT
LAT401,Survey of Latin Literature,LAT
LAT460,Medieval Latin,LAT
LAT491,Readings in Latin Literature,LAT
LAW301,Introduction to Law,LAW
LAW306,The Operation of the American Criminal Justice System,LAW
LAW499,LAW Study Abroad,LAW
LAW500,LLM Legal Writing and Research,LAW
LAW501,Professional Responsibility,LAW
LAW600,Pro Bono Service,LAW
LAW602,Property,LAW
LAW603,Torts,LAW
LAW604,Criminal Law,LAW
LAW605,Criminal Proc: Investigation,LAW
LAW606,Constitutional Law I,LAW
LAW607,Civil Procedure,LAW
LAW609,Legal Writing &amp; Analysis,LAW
LAW620,Health Law Policy,LAW
LAW625,State and Local Government,LAW
LAW627,Legal Research,LAW
LAW629,Bankruptcy,LAW
LAW633,Business Associations I,LAW
LAW645,Patent Law,LAW
LAW647,Income Taxation,LAW
LAW656,International Law,LAW
LAW667,Family Law,LAW
LAW668,Decedents' Estates and Trusts,LAW
LAW678,Anthropology and Law,LAW
LAW680,Professional Responsibility,LAW
LAW682,Evidence,LAW
LAW683,Complex Litigation,LAW
LAW692,Field Placements,LAW
LAW693,Clinical Training,LAW
LAW694,Trial Advocacy,LAW
LAW696,Legal Problems,LAW
LAW697,Moot Court,LAW
LAW792,Current Legal Problems,LAW
LAW793,Advanced Litigation Topics,LAW
LAW794,Adv Topics in Business Law,LAW
LAW795,Adv Topics in Criminal Law,LAW
LAW796,Comparative Law Topics,LAW
LAW797,Intellectual Property Topics,LAW
LAW798,Seminars,LAW
LCTL101,Elementary Course in a Less Commonly Taught Language I,LCTL
LCTL102,Elementary Course in a Less Commonly Taught Language II,LCTL
LCTL201,Intermediate Course in a Less Commonly Taught Language I,LCTL
LCTL301,Advanced Course in a Less Commonly Taught Language I,LCTL
LEAD116,Honors Uncommon Reads,LEAD
LEAD140,Harnessing Your Interpersonal Intelligence,LEAD
LEAD260,Foundations of Leadership,LEAD
LEAD340,Leadership Ethics &amp; Society: Addressing Contemporary Challenges,LEAD
LEAD425,Leading Teams,LEAD
LEAD440,Interpersonal Intelligence for Professional Success,LEAD
LEAD480,Collaborative Leadership,LEAD
LER100,Introduction to Labor Studies,LER
LER110,Labor and Social Movements,LER
LER120,Contemporary Labor Problems,LER
LER320,"Gender, Race, Class and Work",LER
LER330,Comparative Labor Relations,LER
LER522,"Employment Law for HR Managers: Discrimination, Compensation, and Privacy",LER
LER523,Org Fundamentals for HR,LER
LER530,Found of Ind Org Psych,LER
LER533,Fundamentals of Business Management,LER
LER534,Leadership and Employee Engagement,LER
LER536,Management of Workplace Gender Issues,LER
LER537,"Employee Stress, Well-Being, &amp; Safety",LER
LER544,Workforce Policies and Partnerships,LER
LER545,Economics of Human Resources,LER
LER554,Comparative Employment Relations Systems,LER
LER556,Industrial Relations Theory,LER
LER558,Faculty-Student Workshop,LER
LER561,Compensation Systems,LER
LER565,HR Management and Strategy,LER
LER566,International HR Management,LER
LER567,Negotiation in HR Decisions,LER
LER568,Firm Performance and HR,LER
LER570,Leadership for HR Managers,LER
LER571,Executive Compensation,LER
LER580,Internship,LER
LER591,Employment Relations Systems,LER
LER593,Quantitative Methods in LER,LER
LER595,Managing Diversity Globally,LER
LER597,Employee Motivation &amp; Perfmnce,LER
LER598,Impl High Perf Work Systems,LER
LER599,Thesis Seminar,LER
LING100,Intro to Language Science,LING
LING210,Language History,LING
LING221,American Sign Language II,LING
LING222,Language in Globalization,LING
LING225,"Language, Mind, and Brain",LING
LING250,American Voices: Linguistic Diversity in the US,LING
LING270,"Language, Technology &amp; Society",LING
LING300,Anat &amp; Physiol Spch Mechanism,LING
LING301,Elements of Syntax,LING
LING307,Elmnts Semantics &amp; Pragmatics,LING
LING321,American Sign Language III,LING
LING400,Intro to Linguistic Structure,LING
LING401,Intro to General Phonetics,LING
LING402,Tools &amp; Tech Spch &amp; Lang Proc,LING
LING406,Introduction to Computational Linguistics,LING
LING410,Historical Linguistics,LING
LING423,Language Acquisition,LING
LING425,Intro to Psycholinguistics,LING
LING448,Introductory Machine Learning,LING
LING490,Special Topics in Linguistics,LING
LING501,Syntax I,LING
LING504,Practicum,LING
LING506,Topics in Computational Ling,LING
LING507,Formal Semantics I,LING
LING542,Phonology II,LING
LING570,Seminar in Cognitive Science,LING
LING591,Seminar in Linguistic Analysis,LING
LLS100,Intro Latina/Latino Studies,LLS
LLS220,Latina/o Migration,LLS
LLS240,Latina/o Popular Culture,LLS
LLS250,Latina/os on the Bronze Screen,LLS
LLS296,Topics Latina/o Studies,LLS
LLS308,Spanish in the United States,LLS
LLS316,Latina/Latino Politics,LLS
LLS375,Latina/o Media in the US,LLS
LLS385,Theory and Methods in LLS,LLS
LLS475,History of the American West,LLS
LLS495,Senior Honors Thesis,LLS
LLS577,Perspectives in LLS,LLS
LLS596,Graduate Seminar in LLS,LLS
MACS100,Intro to Popular TV &amp; Movies,MACS
MACS101,Introduction to the Media,MACS
MACS140,Smartphone Cinema,MACS
MACS150,Introduction to Digital Media Production,MACS
MACS166,Contemporary Media Literacy,MACS
MACS203,Contemporary Movies,MACS
MACS224,Sportsmedia Technology &amp; Culture,MACS
MACS260,Film Production,MACS
MACS261,Survey of World Cinema I,MACS
MACS264,Media Industries,MACS
MACS317,Media History,MACS
MACS320,Popular Culture,MACS
MACS350,Film Analysis and Criticism,MACS
MACS370,Cinematography and Sound Design,MACS
MACS391,Individual Study,MACS
MACS463,Public Relations and the Entertainment Industry,MACS
MACS472,Advanced Screenwriting,MACS
MACS485,Making Video Essays,MACS
MACS496,Advanced Media/Cinema Topics,MACS
MATH101,Thinking Mathematically,MATH
MATH103,Theory of Arithmetic,MATH
MATH112,Algebra,MATH
MATH115,Preparation for Calculus,MATH
MATH119,Ideas in Geometry,MATH
MATH124,Finite Mathematics,MATH
MATH213,Basic Discrete Mathematics,MATH
MATH220,Calculus,MATH
MATH221,Calculus I,MATH
MATH225,Introductory Matrix Theory,MATH
MATH231,Calculus II,MATH
MATH241,Calculus III,MATH
MATH257,Linear Algebra with Computational Applications,MATH
MATH285,Intro Differential Equations,MATH
MATH299,Topics in Mathematics,MATH
MATH314,Introduction to Higher Mathematics,MATH
MATH347,Fundamental Mathematics,MATH
MATH362,Probability with Engrg Applic,MATH
MATH399,Math/Actuarial Internship,MATH
MATH402,Non Euclidean Geometry,MATH
MATH403,Euclidean Geometry,MATH
MATH405,Teacher's Course,MATH
MATH412,Graph Theory,MATH
